1747206305.2854707,0.28547
1747206305.434449,0.433446
1747206305.5523055,-0.447695
1747206305.6648664,-0.335231
1747206305.7880628,-0.212938
1747206305.9109888,-0.089012
1747206306.0256815,0.024663
1747206306.134852,0.13384
1747206306.2485,0.247487
1747206428.1798112,0.179811
1747206428.3315096,0.330508
1747206428.4565127,0.45553
1747206428.581527,-0.419447
1747206428.7062159,-0.294126
1747206428.8298473,-0.17115
1747206428.952558,-0.048505
1747206429.0759997,0.075999
1747206429.201592,0.201592
1747206429.3253202,0.324318
1747206429.4337838,0.432799
1747206429.5576465,0.557646
1747206429.667205,0.666207
1747206429.777156,-0.223847
1747206429.9026382,-0.098362
1747206430.0269508,0.025953
1747206430.137489,0.136441
1747206430.2626317,0.261646
1747206430.3861918,0.385191
1747206430.4958453,0.494604
1747206430.6205022,0.619979
1747206430.7437823,0.743172
1747206430.8729045,0.870673
1747206430.9923723,-0.007775
1747206431.1157372,0.114741
1747206431.2406456,0.240645
1747206431.365576,0.364576
1747206431.476708,0.47571
1747206431.599168,0.599168
1747206431.7088666,0.707866
1747206431.818113,0.817555
1747206431.9262748,0.925271
1747206432.0350912,1.035091
1747206432.1447792,0.143683
1747206432.2532136,0.252213
1747206432.36325,0.362134
1747206432.4743912,0.473383
1747206432.5830479,0.581074
1747206432.6923654,0.690906
1747206432.8168433,0.815543
1747206432.9406126,0.940612
1747206433.0636315,1.062629
1747206433.1874673,1.187187
1747206433.2979228,0.297402
1747206433.4223406,0.421343
1747206433.5452957,0.545295
1747206433.6572196,0.656221
1747206433.7781317,0.777626
1747206433.8890648,0.888064
1747206434.0122974,1.012147
1747206434.1219292,1.120947
1747206434.236584,1.236072
1747206434.3514478,1.350433
1747206434.462501,0.461355
1747206434.570956,0.570956
1747206434.6822367,0.681176
1747206434.7925816,0.792074
1747206434.9025495,0.901543
1747206435.026435,1.025476
1747206435.1515625,1.150561
1747206435.2602172,1.259208
1747206435.370059,1.369058
1747206435.4812644,1.480265
1747206435.6052942,0.605294
1747206435.729662,0.729662
1747206435.854276,0.853262
1747206435.9780104,0.976992
1747206436.1021564,1.102156
1747206436.2123911,1.2109
1747206436.3372865,1.335319
1747206436.4595659,1.459565
1747206436.5837975,1.582785
1747206436.6933298,1.69333
1747206436.8034887,0.802175
1747206436.9286788,0.927681
1747206437.036318,1.035809
1747206437.1622007,1.161659
1747206437.2862601,1.285261
1747206437.4101133,1.409101
1747206437.5342808,1.53428
1747206437.6462424,1.645731
1747206437.7568746,1.756874
1747206437.8807504,1.879747
1747206438.0049942,1.003994
1747206438.1306882,1.129692
1747206438.2542577,1.254257
1747206438.3790157,1.379015
1747206438.4882884,1.488288
1747206438.6127715,1.612771
1747206438.7371078,1.735927
1747206438.8599236,1.859151
1747206438.968949,1.96795
1747206439.092912,2.0921
1747206439.2175643,1.217387
1747206439.3401332,1.340133
1747206439.4479694,1.447969
1747206439.556075,1.556075
1747206439.6660676,1.666067
1747206439.77707,1.77707
1747206439.9007797,1.900779
1747206440.0087733,2.008773
1747206440.119102,2.119101
1747206440.2430663,2.242063
1747206440.3673463,1.366346
1747206440.4798539,1.478852
1747206664.1932912,0.176557
1747206664.345154,0.340112
1747206664.4689493,0.462915
1747206664.5913413,-0.413038
1747206664.7172608,-0.288973
1747206664.842773,-0.163909
1747206664.965678,-0.040488
1747206665.0924048,0.084404
1747206665.2174473,0.210243
1747206665.3405957,0.335596
1747206665.4686506,0.461741
1747206665.6007454,0.586175
1747206665.7303572,0.724275
1747206665.855985,-0.150006
1747206665.9800308,-0.02639
1747206666.1030643,0.097111
1747206666.2271028,0.221094
1747206666.3513308,0.344988
1747206666.4766412,0.469655
1747206666.597056,0.591826
1747206666.725471,0.718922
1747206666.8494596,0.843962
1747206666.9755301,0.969459
1747206667.0978572,0.091866
1747206667.2232835,0.217594
1747206667.3473053,0.343285
1747206667.4757085,0.469124
1747206667.6009421,0.594159
1747206667.7247152,0.71803
1747206667.8477259,0.841954
1747206667.971236,0.96515
1747206668.0973823,1.091365
1747206668.2210803,1.215669
1747206668.3447607,0.339251
1747206668.4692376,0.46276
1747206668.5933878,0.587634
1747206668.7170439,0.711552
1747206668.8389683,0.833348
1747206668.9660337,0.959033
1747206669.090485,1.084363
1747206669.2054136,1.199987
1747206669.3233395,1.318373
1747206669.4526055,1.445083
1747206669.574938,0.569528
1747206669.7008314,0.696106
1747206669.8229015,0.817891
1747206669.9461768,0.941722
1747206670.0718336,1.065448
1747206670.1983192,1.191333
